problem_size,configuration,num_threads,runtime_per_op_s,total_energy_per_op_j,strict_pareto,practical_pareto_2pct,platform,session_count,runtime_per_op_s_robust_cv_pct,total_energy_per_op_j_robust_cv_pct,edp_total_j_s_robust_cv_pct
3,64T,64,0.0011875674852594338,0.2996115106257379,True,True,AMD,5,0.6891661177954574,0.49107233663560546,1.6351354939456706
4,1T,1,0.030481771484848486,2.3210360909090912,False,False,AMD,5,0.5419395479757884,0.28958380538286516,0.8908101467816658
4,2T,2,0.01515444565151515,1.427058318181818,False,False,AMD,5,0.28531247726786635,0.38336578642449093,0.09516013161684701
4,4T,4,0.007597340894736842,0.9679360300751879,False,False,AMD,5,0.3185117479390651,0.2080434988717628,0.3586859788849989
4,8T,8,0.0038647400077220077,0.7295719343629343,False,False,AMD,5,0.7849972920236824,0.4132997098697429,1.4105627276141528
4,10T,10,0.003130842965625,0.6806244565217391,False,False,AMD,5,0.3473428817255355,0.3023501967319797,0.36768489420296513
4,16T,16,0.002004103274801587,0.574994626984127,False,False,AMD,5,0.5589414515662141,0.6427701803822209,1.1952250937776927
4,20T,20,0.001687065452181208,0.4834760989932886,False,False,AMD,5,0.579005920723232,0.42016193414182534,1.073092241910197
4,32T,32,0.0011607068039772728,0.3173800539772727,True,True,AMD,5,1.122542382243749,1.314961679630273,2.4701985195451255
4,64T,64,0.0011965880670225385,0.29032723309608544,True,True,AMD,5,0.6180017976891531,0.3938008182248459,0.945380729972003
5,1T,1,0.0935557904090909,6.784058454545454,False,False,AMD,5,1.8672699450215973,2.192031358059567,3.6860583117406986
5,2T,2,0.049465898333333334,4.139881928571429,False,False,AMD,5,7.176492472195306,6.2473918365891405,13.407173434490874
5,4T,4,0.0257072899875,2.713870075,False,False,AMD,5,9.581299359112384,2.5380811421121314,10.135214945524908
5,8T,8,0.011591291091954023,1.7905085057471264,False,False,AMD,5,1.7012670810301525,0.5315476479294879,2.3407023857235063
5,10T,10,0.009847502019417476,1.7195312619047618,False,False,AMD,5,0.6994138577355266,1.4627001523877248,2.087877219906054
5,16T,16,0.0059614922982456145,1.4099855789473685,False,False,AMD,5,6.517456578016657,2.7288946704887893,9.059560774182234
5,20T,20,0.005171725597938144,1.364837482142857,False,False,AMD,5,0.6527994094399434,0.17885680266560788,0.23846772762367696
5,32T,32,0.003090104275229358,0.8868942293577982,False,False,AMD,5,0.18965490006951427,0.23912868347683858,0.4329832112743833
5,64T,64,0.0028799458508522724,0.7427797698863636,True,True,AMD,5,0.21969715541329715,0.6668643418023982,0.875802092963134
6,1T,1,0.12110863983333334,9.190166333333334,False,False,AMD,5,0.9274384756081077,3.2791700636248775,3.649775351827986
6,2T,2,0.060887981911764706,5.507739529411765,False,False,AMD,5,0.24397143206159239,1.2994542017301536,1.5956988767495843
6,4T,4,0.030738390772727275,3.6725041969696974,False,False,AMD,5,0.4400413881606429,1.0680581639696105,0.5271232261460571
6,8T,8,0.0158110545078125,2.7522819062500004,False,False,AMD,5,0.5326830001021264,1.20806185411382,1.6729969422085211
6,10T,10,0.01271476694375,2.54486484375,False,False,AMD,5,0.07738153511043953,0.997148119364676,1.154682631108246
6,16T,16,0.008608785813559321,2.249133093220339,False,False,AMD,5,0.2658221163781348,0.12102701982525521,0.14405148974306245
6,20T,20,0.0071839707428571434,2.060922310714286,False,False,AMD,5,0.2618787648697617,0.11205706022947953,0.3606714774592735
6,32T,32,0.005752289652298849,1.577701448275862,True,True,AMD,5,0.13269986301848244,0.5658563735348717,0.46254259320902685
6,64T,64,0.005818035528901734,1.4056095578034682,True,True,AMD,5,0.3791163365457706,1.0646982903850024,2.2115302010882174
