ts,de_ci_lifecycle_g_per_kwh,fr_ci_lifecycle_g_per_kwh,pl_ci_lifecycle_g_per_kwh
2024-03-26 02:00:00+00:00,351.78,31.36,908.79
2024-03-26 03:00:00+00:00,348.64,31.68,902.46
2024-03-26 04:00:00+00:00,361.51,31.63,898.02
2024-03-26 05:00:00+00:00,359.48,31.31,848.63
2024-03-26 06:00:00+00:00,344.21,34.54,750.79
2024-03-26 07:00:00+00:00,329.73,43.62,665.44
2024-03-26 08:00:00+00:00,294.63,47.82,572.26
2024-03-26 09:00:00+00:00,263.73,46.44,496.14
2024-03-26 10:00:00+00:00,251.65,48.77,475.5
2024-03-26 11:00:00+00:00,250.01,48.55,485.65
2024-03-26 12:00:00+00:00,252.2,43.74,492.41
2024-03-26 13:00:00+00:00,256.01,47.02,475.76
2024-03-26 14:00:00+00:00,287.52,48.2,530.09
2024-03-26 15:00:00+00:00,314.44,48.62,623.02
2024-03-26 16:00:00+00:00,353.71,53.54,707.65
2024-03-26 17:00:00+00:00,364.33,55.1,727.27
2024-03-26 18:00:00+00:00,358.38,48.83,720.06
2024-03-26 19:00:00+00:00,348.23,44.46,682.64
2024-03-26 20:00:00+00:00,355.24,34.81,644.21
2024-03-26 21:00:00+00:00,355.12,32.48,626.56
2024-03-26 22:00:00+00:00,348.46,30.81,608.99
2024-03-26 23:00:00+00:00,314.96,30.67,597.24
2024-03-27 00:00:00+00:00,301.08,30.85,612.47
2024-03-27 01:00:00+00:00,310.62,30.94,615.27
2024-03-27 02:00:00+00:00,318.06,30.93,606.48
2024-03-27 03:00:00+00:00,326.18,30.67,609.62
2024-03-27 04:00:00+00:00,347.43,30.71,611.08
2024-03-27 05:00:00+00:00,355.91,38.82,606.33
2024-03-27 06:00:00+00:00,340.49,45.41,570.59
2024-03-27 07:00:00+00:00,324.12,45.04,510.04
2024-03-27 08:00:00+00:00,298.3,44.99,434.32
2024-03-27 09:00:00+00:00,279.37,44.46,383.7
2024-03-27 10:00:00+00:00,276.7,34.73,386.43
2024-03-27 11:00:00+00:00,275.69,31.87,390.38
2024-03-27 12:00:00+00:00,270.89,31.57,402.13
2024-03-27 13:00:00+00:00,292.45,32.04,440.75
2024-03-27 14:00:00+00:00,334.61,32.31,519.12
2024-03-27 15:00:00+00:00,370.39,31.78,613.8
2024-03-27 16:00:00+00:00,395.93,30.28,708.74
2024-03-27 17:00:00+00:00,406.07,29.04,736.93
2024-03-27 18:00:00+00:00,407.52,28.16,735.61
2024-03-27 19:00:00+00:00,397.85,28.28,718.75
2024-03-27 20:00:00+00:00,399.38,28.08,687.52
2024-03-27 21:00:00+00:00,389.35,28.45,656.29
2024-03-27 22:00:00+00:00,380.39,28.52,633.32
2024-03-27 23:00:00+00:00,354.44,28.78,605.84
2024-03-28 00:00:00+00:00,343.79,29.36,590.66
2024-03-28 01:00:00+00:00,335.97,29.57,585.68
2024-03-28 02:00:00+00:00,321.7,30.02,583.86
2024-03-28 03:00:00+00:00,303.33,30.41,593.37
2024-03-28 04:00:00+00:00,300.8,29.99,593.8
2024-03-28 05:00:00+00:00,298.26,29.89,634.38
2024-03-28 06:00:00+00:00,273.15,30.33,624.76
2024-03-28 07:00:00+00:00,258.22,30.07,600.02
2024-03-28 08:00:00+00:00,236.26,30.45,568.76
2024-03-28 09:00:00+00:00,215.86,31.64,536.75
2024-03-28 10:00:00+00:00,196.96,32.72,520.27
2024-03-28 11:00:00+00:00,172.88,33.91,501.21
2024-03-28 12:00:00+00:00,159.21,33.68,495.84
2024-03-28 13:00:00+00:00,154.46,33.0,506.06
2024-03-28 14:00:00+00:00,157.44,32.12,545.74
2024-03-28 15:00:00+00:00,168.94,31.75,589.32
2024-03-28 16:00:00+00:00,188.05,30.55,658.91
2024-03-28 17:00:00+00:00,216.08,29.57,695.04
2024-03-28 18:00:00+00:00,224.66,28.01,699.96
2024-03-28 19:00:00+00:00,213.85,27.71,697.14
2024-03-28 20:00:00+00:00,204.75,28.28,678.45
2024-03-28 21:00:00+00:00,194.96,28.51,645.53
2024-03-28 22:00:00+00:00,184.21,28.57,631.47
2024-03-28 23:00:00+00:00,180.64,30.16,614.92
2024-03-29 00:00:00+00:00,175.11,31.45,601.09
2024-03-29 01:00:00+00:00,177.02,31.65,582.86
2024-03-29 02:00:00+00:00,177.67,32.25,593.63
2024-03-29 03:00:00+00:00,176.49,32.46,612.73
2024-03-29 04:00:00+00:00,177.71,32.02,618.62
2024-03-29 05:00:00+00:00,178.7,31.45,568.5
2024-03-29 06:00:00+00:00,175.95,31.1,511.84
2024-03-29 07:00:00+00:00,175.05,30.4,463.33
2024-03-29 08:00:00+00:00,178.41,31.22,418.82
2024-03-29 09:00:00+00:00,182.18,31.65,378.98
2024-03-29 10:00:00+00:00,180.71,32.78,352.47
2024-03-29 11:00:00+00:00,177.49,32.45,358.42
2024-03-29 12:00:00+00:00,175.67,32.15,407.02
2024-03-29 13:00:00+00:00,181.57,32.47,479.01
2024-03-29 14:00:00+00:00,197.2,32.19,557.78
2024-03-29 15:00:00+00:00,239.56,31.67,635.15
2024-03-29 16:00:00+00:00,290.21,30.68,706.77
2024-03-29 17:00:00+00:00,316.43,30.49,766.18
2024-03-29 18:00:00+00:00,330.71,30.29,753.41
2024-03-29 19:00:00+00:00,325.02,29.8,703.39
2024-03-29 20:00:00+00:00,312.79,30.08,695.81
2024-03-29 21:00:00+00:00,311.79,30.84,679.55
2024-03-29 22:00:00+00:00,313.55,31.12,684.63
2024-03-29 23:00:00+00:00,319.51,31.79,689.98
2024-03-30 00:00:00+00:00,309.34,32.28,718.85
2024-03-30 01:00:00+00:00,310.48,33.01,739.07
2024-03-30 02:00:00+00:00,292.84,33.4,742.87
2024-03-30 03:00:00+00:00,291.06,33.59,748.36
2024-03-30 04:00:00+00:00,296.42,33.71,750.7
2024-03-30 05:00:00+00:00,295.06,33.47,733.07
2024-03-30 06:00:00+00:00,273.53,33.53,670.63
2024-03-30 07:00:00+00:00,265.98,33.15,571.86
2024-03-30 08:00:00+00:00,256.47,32.7,521.26
2024-03-30 09:00:00+00:00,237.39,32.27,477.27
2024-03-30 10:00:00+00:00,236.59,32.06,455.0
2024-03-30 11:00:00+00:00,244.82,32.54,451.94
2024-03-30 12:00:00+00:00,254.58,32.14,468.23
2024-03-30 13:00:00+00:00,270.19,32.2,510.73
2024-03-30 14:00:00+00:00,277.85,31.8,577.31
2024-03-30 15:00:00+00:00,301.86,31.65,682.3
2024-03-30 16:00:00+00:00,292.68,31.63,734.78
2024-03-30 17:00:00+00:00,308.89,32.66,769.21
2024-03-30 18:00:00+00:00,340.27,39.28,736.03
2024-03-30 19:00:00+00:00,338.84,38.08,672.41
2024-03-30 20:00:00+00:00,346.76,32.58,633.58
2024-03-30 21:00:00+00:00,350.66,31.03,624.71
2024-03-30 22:00:00+00:00,354.26,30.79,632.65
2024-03-30 23:00:00+00:00,344.33,31.31,617.63
2024-03-31 00:00:00+00:00,338.13,31.97,600.26
2024-03-31 01:00:00+00:00,313.93,32.58,618.66
2024-03-31 02:00:00+00:00,301.94,33.47,609.78
2024-03-31 03:00:00+00:00,294.47,33.74,603.22
2024-03-31 04:00:00+00:00,298.14,33.79,627.23
2024-03-31 05:00:00+00:00,296.87,33.65,598.07
2024-03-31 06:00:00+00:00,281.84,33.39,564.89
2024-03-31 07:00:00+00:00,270.18,33.58,595.44
2024-03-31 08:00:00+00:00,235.52,33.91,539.16
2024-03-31 09:00:00+00:00,210.84,33.66,477.98
2024-03-31 10:00:00+00:00,199.83,35.04,464.95
2024-03-31 11:00:00+00:00,202.97,37.09,459.81
2024-03-31 12:00:00+00:00,202.9,37.16,480.57
2024-03-31 13:00:00+00:00,212.36,36.68,532.13
2024-03-31 14:00:00+00:00,218.05,35.11,576.52
2024-03-31 15:00:00+00:00,257.03,33.08,686.31
2024-03-31 16:00:00+00:00,306.09,31.79,751.01
2024-03-31 17:00:00+00:00,321.39,30.95,769.74
2024-03-31 18:00:00+00:00,297.02,30.45,770.64
2024-03-31 19:00:00+00:00,285.86,30.66,729.21
2024-03-31 20:00:00+00:00,287.4,30.71,700.7
2024-03-31 21:00:00+00:00,279.17,28.26,684.61
2024-03-31 22:00:00+00:00,284.11,23.7,672.74
2024-03-31 23:00:00+00:00,287.41,31.16,683.12
2024-04-01 00:00:00+00:00,282.86,24.03,700.39
2024-04-01 01:00:00+00:00,288.94,21.9,689.64
2024-04-01 02:00:00+00:00,296.71,22.42,695.49
2024-04-01 03:00:00+00:00,298.65,22.6,720.16
2024-04-01 04:00:00+00:00,296.33,21.63,707.6
2024-04-01 05:00:00+00:00,293.2,20.95,652.16
2024-04-01 06:00:00+00:00,276.16,21.0,602.87
2024-04-01 07:00:00+00:00,269.59,21.05,571.97
2024-04-01 08:00:00+00:00,258.95,21.72,546.84
2024-04-01 09:00:00+00:00,251.5,22.53,524.52
2024-04-01 10:00:00+00:00,230.22,22.7,509.26
2024-04-01 11:00:00+00:00,225.33,24.26,502.12
2024-04-01 12:00:00+00:00,188.75,23.57,494.46
2024-04-01 13:00:00+00:00,174.93,23.67,506.56
2024-04-01 14:00:00+00:00,174.08,23.4,542.4
2024-04-01 15:00:00+00:00,172.56,22.18,639.92
2024-04-01 16:00:00+00:00,201.57,20.92,669.19
2024-04-01 17:00:00+00:00,210.81,23.88,678.68
2024-04-01 18:00:00+00:00,204.27,35.11,651.2
2024-04-01 19:00:00+00:00,193.55,34.36,643.02
2024-04-01 20:00:00+00:00,182.01,25.04,647.85
2024-04-01 21:00:00+00:00,167.12,23.07,630.18
2024-04-01 22:00:00+00:00,163.49,21.05,640.11
2024-04-01 23:00:00+00:00,163.91,21.15,642.61
2024-04-02 00:00:00+00:00,165.23,21.51,612.72
2024-04-02 01:00:00+00:00,164.19,20.69,608.88
2024-04-02 02:00:00+00:00,161.92,21.14,607.96
2024-04-02 03:00:00+00:00,159.09,21.23,615.61
2024-04-02 04:00:00+00:00,173.06,19.97,623.13
2024-04-02 05:00:00+00:00,196.66,19.07,605.69
2024-04-02 06:00:00+00:00,181.0,19.43,582.7
2024-04-02 07:00:00+00:00,147.01,20.0,572.0
2024-04-02 08:00:00+00:00,132.88,20.36,547.32
2024-04-02 09:00:00+00:00,126.13,20.65,533.49
2024-04-02 10:00:00+00:00,123.88,21.5,536.2
2024-04-02 11:00:00+00:00,124.53,20.86,507.82
2024-04-02 12:00:00+00:00,127.47,21.01,495.8
2024-04-02 13:00:00+00:00,136.86,22.34,502.9
2024-04-02 14:00:00+00:00,143.14,22.96,522.62
2024-04-02 15:00:00+00:00,162.62,23.53,577.18
2024-04-02 16:00:00+00:00,206.8,20.9,581.43
2024-04-02 17:00:00+00:00,247.26,19.63,604.52
2024-04-02 18:00:00+00:00,253.01,20.15,597.98
2024-04-02 19:00:00+00:00,247.77,20.56,589.96
2024-04-02 20:00:00+00:00,254.15,22.65,598.36
2024-04-02 21:00:00+00:00,265.56,19.33,566.66
2024-04-02 22:00:00+00:00,286.15,19.74,578.48
2024-04-02 23:00:00+00:00,298.02,20.21,591.73
2024-04-03 00:00:00+00:00,314.41,20.11,603.19
2024-04-03 01:00:00+00:00,319.92,20.39,625.88
2024-04-03 02:00:00+00:00,337.14,20.88,641.25
2024-04-03 03:00:00+00:00,354.26,20.84,647.95
2024-04-03 04:00:00+00:00,375.06,20.82,677.08
2024-04-03 05:00:00+00:00,391.23,20.14,668.76
2024-04-03 06:00:00+00:00,376.15,20.43,636.61
2024-04-03 07:00:00+00:00,348.69,21.03,574.33
2024-04-03 08:00:00+00:00,334.58,20.61,530.18
2024-04-03 09:00:00+00:00,313.77,20.8,532.34
2024-04-03 10:00:00+00:00,298.83,20.77,528.2
2024-04-03 11:00:00+00:00,296.41,20.93,527.85
2024-04-03 12:00:00+00:00,303.99,21.54,520.93
2024-04-03 13:00:00+00:00,311.82,21.17,566.4
2024-04-03 14:00:00+00:00,327.2,21.02,626.43
2024-04-03 15:00:00+00:00,341.01,20.98,731.67
2024-04-03 16:00:00+00:00,350.5,21.21,801.8
2024-04-03 17:00:00+00:00,359.69,21.39,854.66
2024-04-03 18:00:00+00:00,336.85,18.76,860.07
2024-04-03 19:00:00+00:00,299.54,17.86,831.66
2024-04-03 20:00:00+00:00,265.76,17.98,817.19
2024-04-03 21:00:00+00:00,239.68,20.06,818.68
2024-04-03 22:00:00+00:00,222.63,19.0,824.52
2024-04-03 23:00:00+00:00,222.88,17.95,825.12
2024-04-04 00:00:00+00:00,223.12,20.22,831.75
2024-04-04 01:00:00+00:00,216.28,21.84,827.52
2024-04-04 02:00:00+00:00,222.34,21.72,811.9
2024-04-04 03:00:00+00:00,244.9,22.26,824.72
2024-04-04 04:00:00+00:00,272.51,19.6,821.61
2024-04-04 05:00:00+00:00,267.69,18.21,791.05
2024-04-04 06:00:00+00:00,255.01,18.06,763.61
2024-04-04 07:00:00+00:00,234.65,19.75,722.83
2024-04-04 08:00:00+00:00,220.85,21.26,700.88
2024-04-04 09:00:00+00:00,211.3,21.33,678.17
2024-04-04 10:00:00+00:00,199.17,21.78,647.5
2024-04-04 11:00:00+00:00,184.06,21.89,636.34
2024-04-04 12:00:00+00:00,177.82,21.99,649.83
2024-04-04 13:00:00+00:00,170.97,22.96,676.88
2024-04-04 14:00:00+00:00,169.26,25.66,696.01
2024-04-04 15:00:00+00:00,187.63,26.32,731.14
2024-04-04 16:00:00+00:00,215.58,25.29,770.87
2024-04-04 17:00:00+00:00,242.54,21.88,767.68
2024-04-04 18:00:00+00:00,248.64,20.61,726.23
2024-04-04 19:00:00+00:00,227.13,20.85,700.51
2024-04-04 20:00:00+00:00,212.56,20.89,695.06
2024-04-04 21:00:00+00:00,200.27,23.13,656.46
2024-04-04 22:00:00+00:00,195.92,22.06,631.91
2024-04-04 23:00:00+00:00,209.27,21.16,626.14
2024-04-05 00:00:00+00:00,233.62,22.09,628.51
2024-04-05 01:00:00+00:00,245.03,22.55,639.36
2024-04-05 02:00:00+00:00,266.06,22.57,654.39
2024-04-05 03:00:00+00:00,274.47,21.99,677.57
2024-04-05 04:00:00+00:00,275.3,21.1,687.92
2024-04-05 05:00:00+00:00,269.35,20.39,682.21
2024-04-05 06:00:00+00:00,258.89,20.46,662.9
2024-04-05 07:00:00+00:00,225.88,20.74,628.05
2024-04-05 08:00:00+00:00,190.99,21.47,556.94
2024-04-05 09:00:00+00:00,154.0,21.69,523.53
2024-04-05 10:00:00+00:00,133.88,22.11,512.65
2024-04-05 11:00:00+00:00,132.98,21.24,531.18
2024-04-05 12:00:00+00:00,137.45,25.04,563.22
2024-04-05 13:00:00+00:00,144.56,24.81,598.85
2024-04-05 14:00:00+00:00,159.8,22.07,629.23
2024-04-05 15:00:00+00:00,186.03,22.28,684.0
2024-04-05 16:00:00+00:00,211.53,21.68,733.51
2024-04-05 17:00:00+00:00,231.94,20.64,727.94
2024-04-05 18:00:00+00:00,238.66,21.06,696.27
2024-04-05 19:00:00+00:00,241.86,21.0,657.14
2024-04-05 20:00:00+00:00,248.68,20.82,622.41
2024-04-05 21:00:00+00:00,252.68,20.42,579.02
2024-04-05 22:00:00+00:00,244.81,20.66,562.78
2024-04-05 23:00:00+00:00,242.66,21.66,577.95
2024-04-06 00:00:00+00:00,232.96,21.64,588.51
2024-04-06 01:00:00+00:00,239.67,20.07,608.85
2024-04-06 02:00:00+00:00,241.67,20.08,613.55
2024-04-06 03:00:00+00:00,260.08,20.32,607.76
2024-04-06 04:00:00+00:00,270.12,20.32,600.15
2024-04-06 05:00:00+00:00,247.67,20.21,586.61
2024-04-06 06:00:00+00:00,210.22,21.45,548.23
2024-04-06 07:00:00+00:00,185.38,21.37,514.39
2024-04-06 08:00:00+00:00,165.46,25.91,454.43
2024-04-06 09:00:00+00:00,157.26,29.09,414.52
2024-04-06 10:00:00+00:00,154.02,32.6,416.13
2024-04-06 11:00:00+00:00,152.72,31.5,434.98
2024-04-06 12:00:00+00:00,150.73,33.66,445.14
2024-04-06 13:00:00+00:00,152.44,33.62,495.42
2024-04-06 14:00:00+00:00,155.71,27.69,568.89
2024-04-06 15:00:00+00:00,169.44,25.37,690.02
2024-04-06 16:00:00+00:00,205.98,24.02,803.35
2024-04-06 17:00:00+00:00,228.03,22.79,852.12
2024-04-06 18:00:00+00:00,223.19,23.09,862.1
2024-04-06 19:00:00+00:00,204.19,23.07,855.25
2024-04-06 20:00:00+00:00,196.94,23.5,827.76
2024-04-06 21:00:00+00:00,182.73,23.31,764.16
2024-04-06 22:00:00+00:00,180.07,23.55,765.71
2024-04-06 23:00:00+00:00,186.71,24.73,721.79
2024-04-07 00:00:00+00:00,187.79,26.57,677.51
2024-04-07 01:00:00+00:00,186.29,27.79,647.42
2024-04-07 02:00:00+00:00,183.44,27.75,609.2
2024-04-07 03:00:00+00:00,179.72,28.57,590.37
2024-04-07 04:00:00+00:00,179.26,29.99,558.68
2024-04-07 05:00:00+00:00,179.02,28.62,499.39
2024-04-07 06:00:00+00:00,175.53,28.56,482.38
2024-04-07 07:00:00+00:00,180.86,32.65,481.7
2024-04-07 08:00:00+00:00,180.12,37.81,442.49
2024-04-07 09:00:00+00:00,163.69,40.26,409.64
2024-04-07 10:00:00+00:00,162.67,40.86,401.06
2024-04-07 11:00:00+00:00,166.09,40.09,439.83
2024-04-07 12:00:00+00:00,176.75,40.83,496.97
2024-04-07 13:00:00+00:00,184.35,38.15,543.26
2024-04-07 14:00:00+00:00,193.1,37.89,590.34
2024-04-07 15:00:00+00:00,214.65,27.6,674.34
2024-04-07 16:00:00+00:00,272.01,26.03,766.13
2024-04-07 17:00:00+00:00,332.8,28.78,830.83
2024-04-07 18:00:00+00:00,336.94,23.11,813.46
2024-04-07 19:00:00+00:00,336.99,18.83,800.43
2024-04-07 20:00:00+00:00,337.91,19.35,779.05
2024-04-07 21:00:00+00:00,331.59,21.56,777.34
2024-04-07 22:00:00+00:00,332.8,22.6,789.59
2024-04-07 23:00:00+00:00,328.49,22.53,760.03
2024-04-08 00:00:00+00:00,346.29,22.59,729.23
2024-04-08 01:00:00+00:00,367.39,22.84,729.23
2024-04-08 02:00:00+00:00,392.87,22.85,719.0
2024-04-08 03:00:00+00:00,407.83,22.39,742.82
2024-04-08 04:00:00+00:00,407.78,20.98,773.98
2024-04-08 05:00:00+00:00,404.43,20.44,781.03
2024-04-08 06:00:00+00:00,382.18,22.11,726.99
2024-04-08 07:00:00+00:00,343.96,22.96,640.28
2024-04-08 08:00:00+00:00,302.24,23.19,593.39
2024-04-08 09:00:00+00:00,255.07,24.1,548.81
2024-04-08 10:00:00+00:00,237.98,23.71,533.59
2024-04-08 11:00:00+00:00,243.74,21.55,533.86
2024-04-08 12:00:00+00:00,239.21,20.42,543.97
2024-04-08 13:00:00+00:00,268.02,21.02,606.06
2024-04-08 14:00:00+00:00,320.0,21.87,677.2
2024-04-08 15:00:00+00:00,377.78,22.02,755.33
2024-04-08 16:00:00+00:00,422.5,21.19,834.0
2024-04-08 17:00:00+00:00,442.82,21.44,859.96
2024-04-08 18:00:00+00:00,440.41,21.66,837.6
2024-04-08 19:00:00+00:00,414.22,21.59,768.44
2024-04-08 20:00:00+00:00,391.27,21.06,723.83
2024-04-08 21:00:00+00:00,357.6,21.43,704.37
2024-04-08 22:00:00+00:00,326.07,18.96,723.34
2024-04-08 23:00:00+00:00,295.93,18.35,726.11
2024-04-09 00:00:00+00:00,256.79,19.67,749.39
2024-04-09 01:00:00+00:00,250.2,19.43,770.97
2024-04-09 02:00:00+00:00,252.2,18.85,781.42
2024-04-09 03:00:00+00:00,264.02,19.0,775.52
2024-04-09 04:00:00+00:00,270.29,18.32,799.42
2024-04-09 05:00:00+00:00,263.72,17.94,778.76
2024-04-09 06:00:00+00:00,252.98,18.83,708.2
2024-04-09 07:00:00+00:00,233.88,19.15,609.78
2024-04-09 08:00:00+00:00,213.38,19.36,536.24
2024-04-09 09:00:00+00:00,199.61,22.44,486.51
2024-04-09 10:00:00+00:00,180.68,33.8,445.79
2024-04-09 11:00:00+00:00,178.74,23.5,448.64
2024-04-09 12:00:00+00:00,173.88,21.92,453.62
2024-04-09 13:00:00+00:00,176.73,22.12,496.76
2024-04-09 14:00:00+00:00,175.07,21.68,578.97
2024-04-09 15:00:00+00:00,198.18,21.61,646.8
2024-04-09 16:00:00+00:00,221.74,20.86,706.31
2024-04-09 17:00:00+00:00,236.54,19.97,731.1
2024-04-09 18:00:00+00:00,242.14,19.47,715.42
2024-04-09 19:00:00+00:00,239.29,17.86,679.5
2024-04-09 20:00:00+00:00,239.44,19.24,656.02
2024-04-09 21:00:00+00:00,237.4,21.15,642.58
2024-04-09 22:00:00+00:00,239.98,21.62,639.78
2024-04-09 23:00:00+00:00,241.42,22.2,636.47
2024-04-10 00:00:00+00:00,250.59,22.46,652.44
2024-04-10 01:00:00+00:00,255.58,22.53,648.84
2024-04-10 02:00:00+00:00,271.94,22.56,660.12
2024-04-10 03:00:00+00:00,290.05,22.01,676.17
2024-04-10 04:00:00+00:00,293.92,21.46,691.11
2024-04-10 05:00:00+00:00,307.77,26.75,699.52
2024-04-10 06:00:00+00:00,317.2,26.52,680.15
2024-04-10 07:00:00+00:00,294.59,22.11,637.71
2024-04-10 08:00:00+00:00,254.18,21.96,597.87
2024-04-10 09:00:00+00:00,215.02,21.4,567.51
2024-04-10 10:00:00+00:00,194.83,21.56,543.59
2024-04-10 11:00:00+00:00,191.88,21.39,544.43
2024-04-10 12:00:00+00:00,192.24,21.65,560.27
2024-04-10 13:00:00+00:00,199.05,22.06,597.54
2024-04-10 14:00:00+00:00,218.15,22.75,635.36
2024-04-10 15:00:00+00:00,274.02,22.27,668.81
2024-04-10 16:00:00+00:00,345.47,22.11,718.58
2024-04-10 17:00:00+00:00,380.37,21.89,799.53
2024-04-10 18:00:00+00:00,392.45,22.18,834.77
2024-04-10 19:00:00+00:00,380.09,21.94,810.35
2024-04-10 20:00:00+00:00,358.87,22.8,779.13
2024-04-10 21:00:00+00:00,321.72,23.04,771.58
2024-04-10 22:00:00+00:00,289.07,23.0,788.1
2024-04-10 23:00:00+00:00,249.31,22.14,794.57
2024-04-11 00:00:00+00:00,247.37,22.47,787.82
2024-04-11 01:00:00+00:00,251.38,22.47,771.91
2024-04-11 02:00:00+00:00,258.83,21.25,751.36
2024-04-11 03:00:00+00:00,275.15,21.49,745.64
2024-04-11 04:00:00+00:00,287.67,21.84,735.25
2024-04-11 05:00:00+00:00,282.25,27.06,691.71
2024-04-11 06:00:00+00:00,261.62,33.22,651.62
2024-04-11 07:00:00+00:00,231.65,30.81,557.31
2024-04-11 08:00:00+00:00,193.49,21.24,442.78
2024-04-11 09:00:00+00:00,183.37,21.24,416.96
2024-04-11 10:00:00+00:00,176.89,21.6,441.43
2024-04-11 11:00:00+00:00,182.13,21.75,453.47
2024-04-11 12:00:00+00:00,183.6,21.77,460.58
2024-04-11 13:00:00+00:00,199.67,21.88,470.46
2024-04-11 14:00:00+00:00,215.41,21.61,537.08
2024-04-11 15:00:00+00:00,269.22,21.99,635.6
2024-04-11 16:00:00+00:00,319.4,22.32,742.07
2024-04-11 17:00:00+00:00,347.28,22.41,832.22
2024-04-11 18:00:00+00:00,352.55,24.44,825.03
2024-04-11 19:00:00+00:00,357.39,23.02,782.59
2024-04-11 20:00:00+00:00,355.23,22.08,755.76
2024-04-11 21:00:00+00:00,352.65,21.39,738.99
2024-04-11 22:00:00+00:00,328.64,21.43,747.33
2024-04-11 23:00:00+00:00,322.39,21.15,740.75
2024-04-12 00:00:00+00:00,309.11,20.75,735.25
2024-04-12 01:00:00+00:00,308.73,21.34,743.4
2024-04-12 02:00:00+00:00,306.86,21.54,756.9
2024-04-12 03:00:00+00:00,314.99,22.08,761.88
2024-04-12 04:00:00+00:00,309.03,21.38,771.73
2024-04-12 05:00:00+00:00,296.23,20.75,738.78
2024-04-12 06:00:00+00:00,262.89,21.97,701.29
2024-04-12 07:00:00+00:00,214.05,21.52,658.84
2024-04-12 08:00:00+00:00,167.11,22.11,616.39
2024-04-12 09:00:00+00:00,147.71,22.76,553.73
2024-04-12 10:00:00+00:00,147.2,22.12,513.0
2024-04-12 11:00:00+00:00,144.41,24.49,504.9
2024-04-12 12:00:00+00:00,140.62,26.79,504.92
2024-04-12 13:00:00+00:00,141.12,24.27,537.66
2024-04-12 14:00:00+00:00,150.71,22.65,594.18
2024-04-12 15:00:00+00:00,186.23,22.45,633.18
2024-04-12 16:00:00+00:00,241.05,22.93,768.67
2024-04-12 17:00:00+00:00,286.91,24.12,819.9
2024-04-12 18:00:00+00:00,286.16,34.55,810.95
2024-04-12 19:00:00+00:00,275.71,28.2,770.14
2024-04-12 20:00:00+00:00,274.33,23.92,710.51
2024-04-12 21:00:00+00:00,254.44,18.06,676.86
2024-04-12 22:00:00+00:00,220.58,17.83,654.46
2024-04-12 23:00:00+00:00,207.76,17.85,650.02
2024-04-13 00:00:00+00:00,217.4,17.86,652.9
2024-04-13 01:00:00+00:00,219.46,18.23,661.53
2024-04-13 02:00:00+00:00,216.11,18.44,667.15
2024-04-13 03:00:00+00:00,213.76,18.34,666.61
2024-04-13 04:00:00+00:00,210.38,18.21,654.96
2024-04-13 05:00:00+00:00,196.08,18.12,635.83
2024-04-13 06:00:00+00:00,180.9,21.63,566.77
2024-04-13 07:00:00+00:00,154.02,24.14,495.46
2024-04-13 08:00:00+00:00,141.26,28.09,419.9
2024-04-13 09:00:00+00:00,133.53,31.25,388.5
2024-04-13 10:00:00+00:00,134.09,35.58,376.6
2024-04-13 11:00:00+00:00,138.97,37.42,356.78
2024-04-13 12:00:00+00:00,147.65,35.42,370.81
2024-04-13 13:00:00+00:00,148.12,31.61,410.22
2024-04-13 14:00:00+00:00,143.56,26.4,455.73
2024-04-13 15:00:00+00:00,159.77,26.03,596.47
2024-04-13 16:00:00+00:00,187.86,24.56,687.61
2024-04-13 17:00:00+00:00,218.3,25.03,752.42
2024-04-13 18:00:00+00:00,240.3,21.1,772.66
2024-04-13 19:00:00+00:00,198.63,20.15,739.63
2024-04-13 20:00:00+00:00,189.48,21.41,688.16
2024-04-13 21:00:00+00:00,183.05,23.58,683.53
2024-04-13 22:00:00+00:00,178.88,26.66,634.58
2024-04-13 23:00:00+00:00,182.05,29.22,576.76
2024-04-14 00:00:00+00:00,184.23,28.24,532.69
2024-04-14 01:00:00+00:00,188.8,30.43,515.29
2024-04-14 02:00:00+00:00,191.68,29.25,511.53
2024-04-14 03:00:00+00:00,194.32,31.83,495.36
2024-04-14 04:00:00+00:00,198.78,32.58,470.88
2024-04-14 05:00:00+00:00,188.36,31.51,441.83
2024-04-14 06:00:00+00:00,161.92,34.47,429.46
2024-04-14 07:00:00+00:00,136.82,35.25,399.61
2024-04-14 08:00:00+00:00,131.36,37.72,381.52
2024-04-14 09:00:00+00:00,129.37,37.57,385.59
2024-04-14 10:00:00+00:00,131.19,37.88,365.39
2024-04-14 11:00:00+00:00,136.26,38.24,364.77
2024-04-14 12:00:00+00:00,139.28,38.06,377.1
2024-04-14 13:00:00+00:00,139.52,35.08,394.93
2024-04-14 14:00:00+00:00,140.97,31.07,382.34
2024-04-14 15:00:00+00:00,160.71,24.98,419.68
2024-04-14 16:00:00+00:00,197.54,23.38,494.86
2024-04-14 17:00:00+00:00,259.9,23.86,584.11
2024-04-14 18:00:00+00:00,300.87,19.93,655.17
2024-04-14 19:00:00+00:00,329.15,17.66,664.55
2024-04-14 20:00:00+00:00,337.1,17.59,680.13
2024-04-14 21:00:00+00:00,340.5,17.78,688.82
2024-04-14 22:00:00+00:00,357.67,20.56,707.6
2024-04-14 23:00:00+00:00,355.43,20.24,758.67
2024-04-15 00:00:00+00:00,355.49,20.49,785.06
2024-04-15 01:00:00+00:00,337.19,20.32,796.88
